problem,hv_hs,hv_py,igd_hs,igd_py,n_pareto_hs,n_pareto_py
ZDT1,0.8539112954314438,0.8388321999567697,0.013187923015488765,0.02177729019654485,100,100
ZDT2,0.5284242381506716,0.48375979024267424,0.008281545017934409,0.033512691932959936,100,100
ZDT3,1.3072010063890964,1.2910876150781132,0.008961980545361679,0.013848096222053496,100,100
DTLZ2_3,2.694804758048202,2.721628603273401,0.10603232197074469,0.07922766091669932,100,100
