system,suite,name,time_ms,acc_main,acc_aux,extra
python,mo,ZDT1/NSGA-II,522.86,0.838832,0.0217773,"pymoo NSGA2 100 gen, HV/IGD via pymoo"
python,mo,ZDT2/NSGA-II,510.816,0.48376,0.0335127,"pymoo NSGA2 100 gen, HV/IGD via pymoo"
python,mo,ZDT3/NSGA-II,515.131,1.29109,0.0138481,"pymoo NSGA2 100 gen, HV/IGD via pymoo"
python,mo,DTLZ2_3/NSGA-II,477.524,2.72163,0.0792277,"pymoo NSGA2 100 gen, HV/IGD via pymoo"
