system,suite,name,time_ms,acc_main,acc_aux,extra
haskell,hbm_scaling,M6_hier_nonlin_iter100,90.204899,1.040856,100.000000,iter=100 warmup=500 key=b ess=100.0 ess_per_sec=1108.59 accept=0.890 tree_depth=3.19 time_ms=90.2
haskell,hbm_scaling,M6_hier_nonlin_iter200,96.706988,1.033658,181.969109,iter=200 warmup=500 key=b ess=182.0 ess_per_sec=1881.65 accept=0.904 tree_depth=3.15 time_ms=96.7
haskell,hbm_scaling,M6_hier_nonlin_iter400,127.037633,1.028779,336.829512,iter=400 warmup=500 key=b ess=336.8 ess_per_sec=2651.42 accept=0.923 tree_depth=3.14 time_ms=127.0
haskell,hbm_scaling,M6_hier_nonlin_iter800,180.840305,1.029403,691.883561,iter=800 warmup=500 key=b ess=691.9 ess_per_sec=3825.94 accept=0.945 tree_depth=3.16 time_ms=180.8
haskell,hbm_scaling,M6_hier_nonlin_iter1600,233.217502,1.030549,1118.150120,iter=1600 warmup=500 key=b ess=1118.2 ess_per_sec=4794.45 accept=0.962 tree_depth=3.16 time_ms=233.2
haskell,hbm_scaling,M7_pois_iter50,43.809237,0.785518,44.464847,iter=50 warmup=500 key=b ess=44.5 ess_per_sec=1014.97 accept=0.842 tree_depth=2.34 time_ms=43.8
haskell,hbm_scaling,M7_pois_iter100,48.941776,0.790343,95.826701,iter=100 warmup=500 key=b ess=95.8 ess_per_sec=1957.97 accept=0.850 tree_depth=2.32 time_ms=48.9
haskell,hbm_scaling,M7_pois_iter200,57.342504,0.786966,160.838541,iter=200 warmup=500 key=b ess=160.8 ess_per_sec=2804.87 accept=0.869 tree_depth=2.32 time_ms=57.3
haskell,hbm_scaling,M7_pois_iter400,80.024333,0.785919,332.747557,iter=400 warmup=500 key=b ess=332.7 ess_per_sec=4158.08 accept=0.894 tree_depth=2.33 time_ms=80.0
haskell,hbm_scaling,M7_pois_iter800,97.834816,0.785086,594.596372,iter=800 warmup=500 key=b ess=594.6 ess_per_sec=6077.55 accept=0.916 tree_depth=2.33 time_ms=97.8
haskell,hbm_scaling,M7_pois_iter1600,139.942766,0.785668,1338.833213,iter=1600 warmup=500 key=b ess=1338.8 ess_per_sec=9567.01 accept=0.932 tree_depth=2.36 time_ms=139.9
haskell,hbm_scaling,M8_logit_iter50,75.628380,1.216388,50.000000,iter=50 warmup=500 key=b ess=50.0 ess_per_sec=661.13 accept=0.853 tree_depth=2.40 time_ms=75.6
haskell,hbm_scaling,M8_logit_iter100,77.595007,1.242051,73.970372,iter=100 warmup=500 key=b ess=74.0 ess_per_sec=953.29 accept=0.865 tree_depth=2.36 time_ms=77.6
haskell,hbm_scaling,M8_logit_iter200,105.690821,1.271205,114.836561,iter=200 warmup=500 key=b ess=114.8 ess_per_sec=1086.53 accept=0.883 tree_depth=2.36 time_ms=105.7
haskell,hbm_scaling,M8_logit_iter400,110.635731,1.270934,345.199064,iter=400 warmup=500 key=b ess=345.2 ess_per_sec=3120.14 accept=0.904 tree_depth=2.38 time_ms=110.6
haskell,hbm_scaling,M8_logit_iter800,142.464456,1.285726,719.361494,iter=800 warmup=500 key=b ess=719.4 ess_per_sec=5049.41 accept=0.928 tree_depth=2.41 time_ms=142.5
haskell,hbm_scaling,M8_logit_iter1600,227.264229,1.283007,1376.984710,iter=1600 warmup=500 key=b ess=1377.0 ess_per_sec=6058.96 accept=0.947 tree_depth=2.41 time_ms=227.3
